osm_type,osm_id,name
R,1241809,"45665, Berghausen, Suderwich, Recklinghausen, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland"
R,1242298,"Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, Deutschland"
R,1242305,"Unterkirnach, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, 78089, Deutschland"
R,1243175,"55768, Hoppstädten, Hoppstädten-Weiersbach, Birkenfeld, Landkreis Birkenfeld, Rheinland-Pfalz, Deutschland"
R,1244015,"Hackenheim, Bad Kreuznach, Landkreis Bad Kreuznach, Rheinland-Pfalz, Deutschland"
R,1244160,"Bad Sobernheim, Nahe-Glan, Landkreis Bad Kreuznach, Rheinland-Pfalz, 55566, Deutschland"
R,1248406,"Udenheim, Wörrstadt, Landkreis Alzey-Worms, Rheinland-Pfalz, Deutschland"
R,1250226,"Wörrstadt, Landkreis Alzey-Worms, Rheinland-Pfalz, Deutschland"
R,1250541,"45770, Sinsen-Lenkerbeck, Marl, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland"
R,1251066,"Council of the City of Sydney, New South Wales, Australia"
R,1251557,"Falkensee, Havelland, Brandenburg, 14612, Deutschland"
R,1252923,"Mohale's Hoek District, Lesotho"
R,1252924,"Mafeteng District, 900, Lesotho"
R,1254494,"Eisenberg (Pfalz), Donnersbergkreis, Rheinland-Pfalz, 67304, Deutschland"
R,1258406,"78050, Villingen, Villingen-Schwenningen, Verwaltungsgemeinschaft Villingen-Schwenningen, Schwarzwald-Baar-Kreis, Baden-Württemberg, Deutschland"
R,1259562,"Oran, Daïra Oran, Oran, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
R,1273359,"Saalfeld/Saale, Kamsdorf, Landkreis Saalfeld-Rudolstadt, Thüringen, 07318, Deutschland"
R,1274193,"Rathenow, Havelland, Brandenburg, Deutschland"
R,1278736,Gibraltar
R,1282111,"Médéa, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
R,1291695,"09111, Zentrum, Chemnitz, Lichtenau, Sachsen, Deutschland"
R,1291697,"09131, Ebersdorf, Chemnitz, Lichtenau, Sachsen, Deutschland"
R,1302386,"Neuruppin, Küdow-Lüchfeld, Ostprignitz-Ruppin, Brandenburg, Deutschland"
R,1309672,"Wilthen, Bautzen - Budyšin, Sachsen, Deutschland"
R,1309674,"Bautzen, Bautzen - Budyšin, Sachsen, 02625, Deutschland"
R,1310085,"Fürstenberg/Havel, Oberhavel, Brandenburg, Deutschland"
R,1310102,"Oranienburg, Oberhavel, Brandenburg, 16515, Deutschland"
R,1311341,España
R,1314218,"Neupetershain, Altdöbern, Oberspreewald-Lausitz - Górne Błota-Łužyca, Brandenburg, 03103, Deutschland"
R,1318338,"Eberswalde, Barnim, Brandenburg, Deutschland"
R,1332933,"Neuenhagen bei Berlin, Märkisch-Oderland, Brandenburg, 15366, Deutschland"
R,1334123,"Ledegem, Roeselare, West-Vlaanderen, België / Belgique / Belgien"
R,1335179,"Barranquilla, Atlántico, RAP Caribe, Colombia"
R,1336408,"Vechta, Landkreis Vechta, Niedersachsen, 49377, Deutschland"
R,1342105,"La Argentina, Occidente, Huila, RAP (Especial) Central, Colombia"
R,1350280,"Rheinhausen, Duisburg, Nordrhein-Westfalen, Deutschland"
R,1369582,"Kėdainiai, Kėdainių miesto seniūnija, Kėdainių rajono savivaldybė, Kauno apskritis, Lietuva"
R,1370336,"21244, Suerhop, Buchholz in der Nordheide, Harburg, Niedersachsen, Deutschland"
R,1372374,"Santander, RAP Gran Santander, Colombia"
R,1376330,"Ciudad de México, México"
R,1382494,"תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, ישראל"
R,1390623,"Cathair na Gaillimhe, County Galway, Connacht, Éire / Ireland"
R,1392804,"Wittingen, Gifhorn, Niedersachsen, Deutschland"
R,1394291,"14612, Falkenhain, Falkensee, Havelland, Brandenburg, Deutschland"
R,1394770,"14467, Berliner Vorstadt, Potsdam, Brandenburg, Deutschland"
R,1394773,"14480, Stern, Potsdam, Brandenburg, Deutschland"
R,1395345,"Sankt Peter-Ording, Eiderstedt, Kreis Nordfriesland, Schleswig-Holstein, 25826, Deutschland"
R,1398884,"Holdorf, Landkreis Vechta, Niedersachsen, 49451, Deutschland"
R,1399067,"Bodensee, Samtgemeinde Gieboldehausen, Landkreis Göttingen, Niedersachsen, Deutschland"
R,1403916,"France métropolitaine, France"
R,1404604,"13159, Blankenfelde, Pankow, Berlin, Deutschland"
R,1411101,"Rotterdam, Zuid-Holland, Nederland"
R,1411339,"Denver, Colorado, United States of America"
R,1413934,"Одеса, Одеська міська громада, Одеський район, Одеська область, Україна"
R,1418612,"America, Horst aan de Maas, Limburg, Nederland"
R,1421436,"Clausthal-Zellerfeld, Landkreis Goslar, Niedersachsen, Deutschland"
R,1421451,"Bad Harzburg, Landkreis Goslar, Niedersachsen, 38667, Deutschland"
R,1421453,"Goslar, Landkreis Goslar, Niedersachsen, Deutschland"
R,1428091,"Albany County, New York, United States of America"
R,1428125,Canada
R,1432365,"Wolgast, Am Peenestrom, Vorpommern-Greifswald, Mecklenburg-Vorpommern, 17438, Deutschland"
R,1432629,"Kneitlingen, Samtgemeinde Elm-Asse, Landkreis Wolfenbüttel, Niedersachsen, Deutschland"
R,1433619,"Utrecht, Nederland"
R,1434957,"ولاية صفاقس, تونس"
R,1435828,"ولاية منوبة, تونس"
R,1435835,"ولاية تونس, تونس"
R,1441529,"19370, Parchim, Ludwigslust-Parchim, Mecklenburg-Vorpommern, Deutschland"
R,1451600,"Gallin, Zarrentin, Ludwigslust-Parchim, Mecklenburg-Vorpommern, Deutschland"
R,1461200,"Bruchhausen-Vilsen, Samtgemeinde Bruchhausen-Vilsen, Landkreis Diepholz, Niedersachsen, 27305, Deutschland"
R,1473938,"قطاع غزة, الأراضي الفلسطينية"
R,1473946,ישראל
R,1473947,مصر
R,1477084,"Jeserig, Groß Kreutz (Havel), Potsdam-Mittelmark, Brandenburg, Deutschland"
R,1503544,"Cavite, Calabarzon, Philippines"
R,1504427,"Batangas, Calabarzon, Philippines"
R,1504656,"Bulacan, Central Luzon, Philippines"
R,1504662,"Aurora, Central Luzon, Philippines"
R,1504722,"La Union, Ilocos Region, Philippines"
R,1513208,"Misamis Occidental, Northern Mindanao, Philippines"
R,1527084,"Belum, Samtgemeinde Land Hadeln, Landkreis Cuxhaven, Niedersachsen, Deutschland"
R,1543125,"東京都, 日本"
R,1544955,"Palo Alto, Santa Clara County, California, United States of America"
R,1544957,"Menlo Park, San Mateo County, California, 94025, United States of America"
R,1546085,"Stanford, Palo Alto, Santa Clara County, California, United States of America"
R,1565793,"Kleinseelheim, Kirchhain, Landkreis Marburg-Biedenkopf, Hessen, Deutschland"
R,1578579,"Calamba, Laguna, Calabarzon, Philippines"
R,1600782,"Kibondo, Kigoma, Western Zone, 47401, Tanzania"
R,1600788,"Kilombero, Morogoro, Coastal Zone, Tanzania"
R,1600804,"Morogoro, Coastal Zone, Tanzania"
R,1600813,"Tanga, Northern Zone, Tanzania"
R,1600824,"Pwani, Coastal Zone, Tanzania"
R,1600842,"Kigoma, Western Zone, Tanzania"
R,1609567,"Metropolregion Rhein-Neckar, Baden-Württemberg, Deutschland"
R,1615621,"Bali, Nusa Tenggara, Indonesia"
R,1634158,"Montréal, Agglomération de Montréal, Montréal (région administrative), Québec, Canada"
R,1634544,"Grayson County, Texas, United States of America"
R,1656678,South Sudan جنوب السودان
R,1658515,"Los Ángeles, Biobío, Chile"
R,1662877,"Poitiers, Vienne, Nouvelle-Aquitaine, France métropolitaine, France"
R,1675898,"Ljubljana, Upravna Enota Ljubljana, Slovenija"
R,1682243,"Winterthur, Bezirk Winterthur, Zürich, Schweiz/Suisse/Svizzera/Svizra"
R,1682248,"Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra"
R,1683138,"Baar, Zug, Schweiz/Suisse/Svizzera/Svizra"
R,1683318,"Fribourg - Freiburg, District de la Sarine, Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra"
R,1683619,"Basel, Basel-Stadt, Schweiz/Suisse/Svizzera/Svizra"
R,1683625,"Binningen, Bezirk Arlesheim, Basel-Landschaft, 4102, Schweiz/Suisse/Svizzera/Svizra"
R,1683709,"Stein am Rhein, Schaffhausen, 8260, Schweiz/Suisse/Svizzera/Svizra"
R,1683941,"St. Gallen, Wahlkreis St. Gallen, St. Gallen, Schweiz/Suisse/Svizzera/Svizra"
R,1684063,"Chur, Plessur, Graubünden/Grischun/Grigioni, Schweiz/Suisse/Svizzera/Svizra"
R,1685018,"Lausanne, District de Lausanne, Vaud, Schweiz/Suisse/Svizzera/Svizra"
R,1690227,"Zürich, Schweiz/Suisse/Svizzera/Svizra"
R,1700324,"Gitega, Burundi"
R,1703814,الأراضي الفلسطينية
R,1708283,"Umujyi wa Kigali, Rwanda"
R,1709854,"Nyamasheke, Iburengerazuba, Rwanda"
R,1734859,"Bad Schwalbach, Rheingau-Taunus-Kreis, Hessen, 65307, Deutschland"
R,1741311,Србија
R,1761771,"立川市, 東京都, 日本"
R,1790070,"Davis County, Iowa, United States of America"
R,1790696,"Winnipeg, Manitoba, Canada"
R,1797917,"Bergen, Landkreis Celle, Niedersachsen, 29303, Deutschland"
R,1797918,"Celle, Landkreis Celle, Niedersachsen, Deutschland"
R,1800165,"Iserlohn, Märkischer Kreis, Nordrhein-Westfalen, Deutschland"
R,1800297,"Hagen, Nordrhein-Westfalen, Deutschland"
R,1800730,"Warren County, Illinois, United States of America"
R,1801538,"Wabash County, Illinois, United States of America"
R,1802550,"Namibe, Angola"
R,1809013,"Bispingen, Heidekreis, Niedersachsen, 29646, Deutschland"
R,1809172,"Westford, Middlesex County, Massachusetts, United States of America"
R,1821294,"Hitzacker (Elbe), Samtgemeinde Elbtalaue, Lüchow-Dannenberg, Niedersachsen, 29456, Deutschland"
R,1829065,"Dortmund, Nordrhein-Westfalen, Deutschland"
R,1839161,"Northampton, Hampshire County, Massachusetts, United States of America"
R,1846570,"Nelson County, Kentucky, United States of America"
R,1852574,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada"
R,1857436,Solomon Islands
R,1889339,Botswana
R,1902531,"Office of the Secretary of State for Scotland, Whitehall, Westminster, Millbank, London, Greater London, England, SW1A 2AU, United Kingdom"
R,1903516,"Thành phố Hà Nội, Việt Nam"
R,1915429,"Perth and Kinross, Alba / Scotland, United Kingdom"
R,1916530,"Lincolnshire, England, United Kingdom"
R,1920901,"City of Edinburgh, Alba / Scotland, United Kingdom"
R,1921238,"East Renfrewshire, Alba / Scotland, United Kingdom"
R,1933746,"Somerville, Middlesex County, Massachusetts, United States of America"
R,1942586,"Delhi, India"
R,1942587,"Uttar Pradesh, India"
R,1944659,"Lima, Perú"
R,1944756,"Lima, Lima Metropolitana, Lima, Perú"
R,1946117,"Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,1946216,"Schallstadt, VVG der Gemeinde Schallstadt, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79227, Deutschland"
R,1946220,"Ehrenkirchen, VVG der Gemeinde Ehrenkirchen, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79238, Deutschland"
R,1946233,"Merzhausen, GVV Hexental, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, 79249, Deutschland"
R,1949080,"Gujarat, India"
R,1950071,"Madhya Pradesh, India"
R,1950090,"Kota, Rajasthan, India"
R,1950884,"Maharashtra, India"
R,1952514,"Surat, Gujarat, India"
R,1956782,"Gevelsberg, Ennepe-Ruhr-Kreis, Nordrhein-Westfalen, 58285, Deutschland"
R,1958054,"Ghaziabad, Uttar Pradesh, India"
R,1958982,"Bihar, India"
R,1959008,"Na h-Eileanan Siar, Alba / Scotland, United Kingdom"
R,1960177,"West Bengal, India"
R,1970186,"Denzlingen, GVV Denzlingen-Vörstetten-Reute, Landkreis Emmendingen, Baden-Württemberg, 79211, Deutschland"
R,1970198,"Vörstetten, GVV Denzlingen-Vörstetten-Reute, Landkreis Emmendingen, Baden-Württemberg, 79279, Deutschland"
R,1971863,"Güstrow, Landkreis Rostock, Mecklenburg-Vorpommern, Deutschland"
R,1984022,"Odisha, India"
R,1985899,"Nandurbar, Maharashtra, India"
R,1986140,"Pune, Maharashtra, India"
R,1991609,"Jalgaon, Maharashtra, India"
R,1996871,"თბილისი, საქართველო"
R,2018151,"Kerala, India"
R,2019939,"Karnataka, India"
R,2022095,"Andhra Pradesh, India"
R,2022221,"Nalgonda, Telangana, India"
R,2025886,"Assam, India"
R,2063637,"Hemer, Märkischer Kreis, Nordrhein-Westfalen, 58675, Deutschland"
R,2067731,ประเทศไทย
R,2084746,"Lüneburg, Niedersachsen, Deutschland"
R,2088990,Kosova / Kosovo
R,2093234,Lesotho
R,2108121,Malaysia
R,2108882,"Tenerife, Canarias, España"
R,2110264,"成都市, 四川省, 中国"
R,2130352,"Bali, Nusa Tenggara, Indonesia"
R,2145268,"Bayern, Deutschland"
R,2156363,"Landkreis Traunstein, Bayern, Deutschland"
R,2168233,"Rosenheim, Bayern, Deutschland"
R,2168241,"Erl, Bezirk Kufstein, Tirol, 6343, Österreich"
R,2168248,"Neubiberg, Landkreis München, Bayern, 85579, Deutschland"
R,2168250,"Ottobrunn, Landkreis München, Bayern, 85521, Deutschland"
R,2171347,Lëtzebuerg
R,2174951,"Palma, Illes Balears, España"
R,2184073,Kalaallit Nunaat
R,2202162,France
R,2218275,"Teltow (Grundmoränenhochfläche), Teltow-Fläming, Brandenburg, Deutschland"
R,2221062,"Victoria, Capital Regional District, British Columbia, Canada"
R,2221119,"Burnaby, Metro Vancouver Regional District, British Columbia, Canada"
R,2221423,"Nelson, Regional District of Central Kootenay, British Columbia, Canada"
R,2249770,"Vancouver Island, British Columbia, Canada"
R,2260220,"Germ, Bagnères-de-Bigorre, Hautes-Pyrénées, Occitanie, France métropolitaine, 65240, France"
R,2297418,"서울특별시, 대한민국"
R,2315704,"Boston, Suffolk County, Massachusetts, United States of America"
R,2316593,"New South Wales, Australia"
R,2316595,"Queensland, Australia"
R,2316596,"South Australia, Australia"
R,2316598,"Western Australia, Australia"
R,2316741,"Victoria, Australia"
R,2323309,Nederland
R,2377876,"Gloucester, Essex County, Massachusetts, United States of America"
R,2383224,"Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia"
R,2387397,"Quincy, Norfolk County, Massachusetts, United States of America"
R,2387637,"Wellfleet, Barnstable County, Massachusetts, United States of America"
R,2396450,"부산광역시, 대한민국"
R,2405268,"Weißenfels, Burgenlandkreis, Sachsen-Anhalt, Deutschland"
R,2405335,"06667, Markwerben, Weißenfels, Burgenlandkreis, Sachsen-Anhalt, Deutschland"
R,2406260,"Merseburg, Saalekreis, Sachsen-Anhalt, 06217, Deutschland"
R,2407358,"Brampton, Peel Region, Golden Horseshoe, Ontario, Canada"
R,2407500,"Oakville, Halton Region, Golden Horseshoe, Ontario, Canada"
R,2408836,"Pickering, Durham Region, Golden Horseshoe, Ontario, Canada"
R,2408837,"Ajax, Durham Region, Golden Horseshoe, Ontario, Canada"
R,2408838,"Whitby, Durham Region, Golden Horseshoe, Ontario, Canada"
R,2410520,"강남구, 서울특별시, 대한민국"
R,2420744,"Lüneburg, Niedersachsen, Deutschland"
R,2427634,"Frankston, Melbourne, City of Frankston, Victoria, 3199, Australia"
R,2440448,"Herford-Stadt, Herford, Kreis Herford, Nordrhein-Westfalen, Deutschland"
R,2456294,"Poznań, województwo wielkopolskie, Polska"
R,2468628,"Lund, Lunds kommun, Skåne län, Sverige"
N,2510592,"Henley-on-Thames, South Oxfordshire, Oxfordshire, England, RG9 2AN, United Kingdom"
R,2561177,"Meknès ⴰⵎⴽⵏⴰⵙ مكناس, Pachalik de Meknes, Prefecture de Meknès عمالة مكناس, Fès-Meknès ⴼⴰⵙ-ⵎⴽⵏⴰⵙ فاس-مكناس, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
R,2564500,"Edmonton, Alberta, Canada"
R,2614802,"Gouraya ⴳⵓⵔⴰⵢⴰ قوراية, Daïra Gouraya, Tipaza, 42007, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر"
R,2657473,"Stroud, Gloucestershire, England, United Kingdom"
R,2683176,"Watford, Hertfordshire, England, United Kingdom"
R,2688911,"Houston, Harris County, Texas, United States of America"
R,2697338,"Rio de Janeiro, Região Geográfica Imediata do Rio de Janeiro, Região Metropolitana do Rio de Janeiro, Região Geográfica Intermediária do Rio de Janeiro, Rio de Janeiro, Região Sudeste, Brasil"
R,2698314,"Hampshire, England, United Kingdom"
R,2712780,"Hierden, Harderwijk, Gelderland, Nederland"
R,2722678,"Lomm, Venlo, Limburg, Nederland"
R,2723258,"Elbląg, województwo warmińsko-mazurskie, Polska"
R,2730349,"Christchurch, Christchurch City, Canterbury, New Zealand / Aotearoa"
R,2763541,"New Delhi, Delhi, India"
R,2772661,"Reutlingen, Landkreis Reutlingen, Baden-Württemberg, Deutschland"
R,2774199,"Münsingen, Gemeindeverwaltungsverband Münsingen, Landkreis Reutlingen, Baden-Württemberg, 72525, Deutschland"
R,2778322,"Walddorfhäslach, Gemeindeverwaltungsverband Pliezhausen, Landkreis Reutlingen, Baden-Württemberg, 72141, Deutschland"
R,2778908,"Bodelshausen, Verwaltungsgemeinschaft Mössingen, Landkreis Tübingen, Baden-Württemberg, 72411, Deutschland"
R,2778912,"Rottenburg am Neckar, Verwaltungsgemeinschaft Rottenburg am Neckar, Landkreis Tübingen, Baden-Württemberg, 72108, Deutschland"
R,2778914,"Tübingen, Landkreis Tübingen, Baden-Württemberg, Deutschland"
R,2779376,"Balingen, Gemeindeverwaltungsverband Balingen, Zollernalbkreis, Baden-Württemberg, 72336, Deutschland"
R,2779378,"Winterlingen, Gemeindeverwaltungsverband Winterlingen, Zollernalbkreis, Baden-Württemberg, 72474, Deutschland"
R,2783849,"Friedrichshafen, Verwaltungsgemeinschaft Friedrichshafen, Bodenseekreis, Baden-Württemberg, Deutschland"
R,2783888,"Markdorf, Verwaltungsverband Markdorf, Bodenseekreis, Baden-Württemberg, 88677, Deutschland"
R,2784807,"Überlingen, Verwaltungsgemeinschaft Überlingen, Bodenseekreis, Baden-Württemberg, 88662, Deutschland"
R,2784842,"Konstanz, Verwaltungsgemeinschaft Konstanz, Landkreis Konstanz, Baden-Württemberg, Deutschland"
R,2785095,"Singen (Hohentwiel), Verwaltungsgemeinschaft Singen (Hohentwiel), Landkreis Konstanz, Baden-Württemberg, 78224, Deutschland"
R,2785957,"Jestetten, Gemeindeverwaltungsverband Jestetten, Landkreis Waldshut, Baden-Württemberg, Deutschland"
R,2787952,"Lörrach, Verwaltungsgemeinschaft Lörrach, Landkreis Lörrach, Baden-Württemberg, Deutschland"
R,2792080,"Schwäbisch Gmünd, Verwaltungsgemeinschaft Schwäbisch Gmünd, Ostalbkreis, Baden-Württemberg, Deutschland"
R,2792717,"Ebersbach an der Fils, Vereinbarte Verwaltungsgemeinschaft der Stadt Ebersbach an der Fils, Landkreis Göppingen, Baden-Württemberg, 73061, Deutschland"
R,2792882,"Esslingen am Neckar, Landkreis Esslingen, Baden-Württemberg, Deutschland"
R,2793104,"Stuttgart, Baden-Württemberg, Deutschland"
R,2793189,"Emmendingen (Kernstadt), Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, 79312, Deutschland"
R,2793190,"Kollmarsreute, Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,2793212,"Kirchheim unter Teck, Vereinbarte Verwaltungsgemeinschaft der Stadt Kirchheim unter Teck, Landkreis Esslingen, Baden-Württemberg, 73230, Deutschland"
R,2793599,"22850, Harksheide, Norderstedt, Kreis Segeberg, Schleswig-Holstein, Deutschland"
R,2795565,"Nürtingen, Vereinbarte Verwaltungsgemeinschaft der Stadt Nürtingen, Landkreis Esslingen, Baden-Württemberg, 72622, Deutschland"
R,2799215,"Rabat ⵔⴱⴰⵟ الرباط, باشوية الرباط, Préfecture de Rabat عمالة الرباط, Rabat-Salé-Kénitra ⵔⴱⴰⵟ-ⵙⵍⴰ-ⵇⵏⵉⵟⵔⴰ الرباط-سلا-القنيطرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
R,2799557,"Fès ⴼⴰⵙ فاس, Pachalik du Fes باشوية فاس, Préfecture de Fès عمالة فاس, Fès-Meknès ⴼⴰⵙ-ⵎⴽⵏⴰⵙ فاس-مكناس, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
R,2802281,"Dürmentingen, Gemeindeverwaltungsverband Riedlingen, Landkreis Biberach, Baden-Württemberg, 88525, Deutschland"
R,2808301,"Ravensburg, Verwaltungsverband Mittleres Schussental, Landkreis Ravensburg, Baden-Württemberg, Deutschland"
R,2833528,"Berkeley, Alameda County, California, United States of America"
R,2833530,"Oakland, Alameda County, California, United States of America"
R,2882613,"Beni Mellal ⴰⵢⵜ ⵎⵍⵍⴰⵍ بني ملال, Pachalik de Beni Mellal, Province de Beni Mellal إقليم بني ملال, Béni Mellal-Khénifra ⴰⵢⵜ ⵎⵍⵍⴰⵍ-ⵅⵏⵉⴼⵕⴰ بني ملال-خنيفرة, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
R,2884808,"Jorf ⵊⵯⵕⴼ جرف, Caïdat de Fezna-Arab Sebah قيادة فزنا عرب الصباح, Cercle d'Arfoud دائرة أرفود, Province d'Errachidia إقليم الرشيدية, Drâa-Tafilalet ⴷⴰⵔⵄⴰ-ⵜⴰⴼⵉⵍⴰⵍⵜ درعة تافيلالت, Maroc ⵍⵎⵖⵔⵉⴱ المغرب"
R,2888417,"Lugano, Circolo di Lugano ovest, Distretto di Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra"
R,2908186,"Région de Diourbel, Sénégal"
R,2908438,"Gaza, Zona Sul, Moçambique"
R,2929054,"Montevideo, Uruguay"
R,2932285,"Selangor, Malaysia"
R,2951347,"Southwater, Horsham, West Sussex, England, United Kingdom"
R,2978650,Norge
R,2989349,"Old Toronto, Toronto, Golden Horseshoe, Ontario, Canada"
R,3146709,"Erlangen, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,3155196,"Town of Hague, Warren County, New York, United States of America"
R,3227127,"Calgary, Alberta, Canada"
R,3253929,"Cabildo Insular de Lanzarote, Las Palmas, Canarias, España"
R,3272309,"79215, Schrahöfe, Elzach, GVV Elzach, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,3290045,"Mekelle, ትግራይ تجراى, ኢትዮጵያ إثيوبيا"
R,3315051,"Maryland County, Liberia"
R,3320955,"Montserrado County, Liberia"
R,3328013,"Upper West Region, Ghana"
R,3328234,"97070, Würzburg Altstadt, Würzburg, Bayern, Deutschland"
R,3329798,"79194, Wildtal, Gundelfingen, VVG der Gemeinde Gundelfingen, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, Deutschland"
R,3334237,"63768, Hösbach, Landkreis Aschaffenburg, Bayern, Deutschland"
R,3336031,"Bad Vilbel, Wetteraukreis, Hessen, 61118, Deutschland"
R,3336978,"Mashonaland West, Zimbabwe"
R,3337019,"Bulawayo Province, Zimbabwe"
R,3343625,"66352, Dorf im Warndt, Großrosseln, Regionalverband Saarbrücken, Saarland, Deutschland"
R,3344550,"21435, Stelle, Harburg, Niedersachsen, Deutschland"
R,3348095,"16515, Oranienburg, Oberhavel, Brandenburg, Deutschland"
R,3351257,"Zirndorf, Landkreis Fürth, Bayern, 90513, Deutschland"
R,3351301,"91074, Herzo Base, Herzogenaurach, Landkreis Erlangen-Höchstadt, Bayern, Deutschland"
R,3351320,"Oberreichenbach, Aurachtal (VGem), Landkreis Erlangen-Höchstadt, Bayern, 91097, Deutschland"
R,3353288,"Santa Monica, Los Angeles County, California, United States of America"
R,3353554,"97249, Eisingen, Landkreis Würzburg, Bayern, Deutschland"
R,3357660,"79206, Breisach (Kernstadt), Hochstetten, Breisach am Rhein, VVG der Stadt Breisach am Rhein, Landkreis Breisgau-Hochschwarzwald, Baden-Württemberg, Deutschland"
R,3360467,"88677, Möggenweiler, Markdorf, Verwaltungsverband Markdorf, Bodenseekreis, Baden-Württemberg, Deutschland"
R,3360778,"Região Norte, Brasil"
R,3370039,"Wedel, Kreis Pinneberg, Schleswig-Holstein, 22880, Deutschland"
R,3372351,"79183, Waldkirch (Kernstadt), Waldkirch, VVG der Stadt Waldkirch, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,3372369,"79312, Emmendingen (Kernstadt), Maleck, Emmendingen, VVG der Stadt Emmendingen, Landkreis Emmendingen, Baden-Württemberg, Deutschland"
R,3372453,"Porto, Portugal"
R,3373299,"72581, Buchhalde, Dettingen an der Erms, Landkreis Reutlingen, Baden-Württemberg, Deutschland"
R,3373762,"78224, Singen (Hohentwiel), Verwaltungsgemeinschaft Singen (Hohentwiel), Landkreis Konstanz, Baden-Württemberg, Deutschland"
R,3374640,"78532, Tuttlingen, Verwaltungsgemeinschaft Tuttlingen, Landkreis Tuttlingen, Baden-Württemberg, Deutschland"
R,3375353,"71093, Weil, Weil im Schönbuch, Landkreis Böblingen, Baden-Württemberg, Deutschland"
R,3376965,"77694, Sundheim, Kehl, Ortenaukreis, Baden-Württemberg, Deutschland"
R,3379695,"26789, Heisfelde, Leer (Ostfriesland), Landkreis Leer, Niedersachsen, Deutschland"
R,3380888,"41352, Pesch, Korschenbroich, Rhein-Kreis Neuss, Nordrhein-Westfalen, Deutschland"
R,3389340,"45739, Oer, Oer-Erkenschwick, Kreis Recklinghausen, Nordrhein-Westfalen, Deutschland"
R,3390051,"49451, Fladderlohausen, Holdorf, Landkreis Vechta, Niedersachsen, Deutschland"
R,3409918,"Dippoldiswalde, Sächsische Schweiz-Osterzgebirge, Sachsen, 01744, Deutschland"
R,3486020,"Kajiado, Kenya"
R,3486289,"Kisumu, Kenya"
R,3490438,"Kole, Northern Region, Uganda"
R,3492709,"Nairobi, Kenya"
R,3495549,"Laikipia, Kenya"
R,3495553,"Meru, Kenya"
R,3498111,"Jinja, Uganda"
R,3577685,"Gurgaon, Haryana, India"
R,3582694,"Oberlausitz, Sachsen, Deutschland"
R,3586169,"Soomaaliland أرض الصومال, Soomaaliya الصومال"
R,3630439,Maroc ⵍⵎⵖⵔⵉⴱ المغرب
R,3681127,"Fernando de la Mora, Central, Región Oriental, Paraguay / Paraguái"
R,3696971,"Dormagen, Rhein-Kreis Neuss, Nordrhein-Westfalen, 41539, Deutschland"
R,3698564,"Yobe, Nigeria"
R,3703236,"Jigawa, Nigeria"
R,3703394,"Jigawa, Babura, Jigawa, Nigeria"
R,3705576,"Walnut Creek, Contra Costa County, California, United States of America"
R,3706991,"Bungudu, Zamfara, Nigeria"
R,3709353,"Kaduna, Nigeria"
R,3710302,"Kano, Nigeria"
R,3710532,"Gwale, Kano, 700271, Nigeria"
R,3711481,"Katsina, Nigeria"
R,3711508,"Mashi, Katsina, Nigeria"
R,3711665,"Kafur, Katsina, Nigeria"
R,3715390,"Uyo, Akwa Ibom, 520101, Nigeria"
R,3716076,"Benue, Nigeria"
R,3716090,"Markurdi, Benue, Nigeria"
R,3716950,"Delta, Nigeria"
R,3717259,"Federal Capital Territory, Nigeria"
R,3717825,"Imo, Nigeria"
R,3718090,"Kwara, Nigeria"
R,3718182,"Lagos, Nigeria"
R,3718384,"Niger, Nigeria"
R,3718463,"Ogun, Nigeria"
R,3718720,"Osun, Nigeria"
R,3720358,"Adamawa, Nigeria"
R,3720422,"Gombe, Nigeria"
R,3720425,"Billiri, Gombe, Nigeria"
