osm_combination,location_ids
W533434444-amenity:community_centre,"14598,14599"
W295694489-amenity:community_centre,14480
R416561-boundary:administrative,12787
W31099735-highway:footway,14944
W527933073-highway:unclassified,14955
R404159-boundary:administrative,12763
R162373-boundary:administrative,12145
W662760153-building:yes,14626
N1051669585-place:city,"14677,14678"
N308822617-place:village,14500
R1915429-boundary:administrative,"13328,13329"
R536773-boundary:administrative,12865
R62598-boundary:administrative,"11715,11716,11717,11718,11719,11720,11721,11722"
R111735-boundary:administrative,11987
N2141899759-place:town,14770
R3837606-boundary:administrative,13726
N443804987-highway:bus_stop,14560
R195270-boundary:administrative,"12414,12415,12416,12417,12418,12419,12420,12421"
W94758653-building:yes,14216
R3681127-boundary:administrative,13676
W4488603-highway:track,"14953,14987"
N301351574-place:city,"14491,14492"
R307763-boundary:administrative,"12634,12635,12636"
R3703236-boundary:administrative,13679
R55770-boundary:administrative,11388
R162826-boundary:administrative,12148
W7662545-highway:residential,13842
N147670186-place:village,14262
R2774199-boundary:administrative,13515
R1949080-boundary:administrative,13356
R409863-boundary:administrative,"12780,12781,12782"
R1700324-boundary:administrative,13278
R450118-boundary:administrative,12826
R3375353-boundary:postal_code,13646
R62654-boundary:administrative,"11759,11760,11761"
R453394-boundary:administrative,12841
R1797917-boundary:administrative,13290
R2787952-boundary:administrative,"13541,13542"
R117178-boundary:administrative,12022
R935178-boundary:administrative,"12924,12925,12926"
R135130-boundary:administrative,12065
R62484-boundary:administrative,"14353,14933,11608"
R27020-boundary:administrative,11267
R62407-boundary:administrative,"11536,11537,11538,11539,11540,11541,11542,11543,11544"
N1699640925-place:city,14743
W692648474-tourism:museum,"14633,14634,14635"
R191645-boundary:administrative,"12305,12306,12307,12308,12309,12310,12311,12312"
R3372453-boundary:administrative,"13641,13642"
R58447-boundary:administrative,"11416,11417,11418,11419,11420,11421,11422,11423,11424"
W267193491-place:hamlet,14444
R63401-boundary:administrative,11850
R5466227-place:city,"13787,13788,13789"
R49915-boundary:administrative,"11328,11329"
R65606-boundary:ceremonial,"11852,11853,11854,11855,11856,11857,11858,11859,11860,11861,11862,11863,11864,11865,11866,11867,11868,11869,11870,11871,11872,11873,11874,11875,11876,11877,11878,11879,11880,11881"
N30031183-place:suburb,14124
R1394291-boundary:postal_code,13174
R454863-boundary:administrative,"12854,12855"
R62393-boundary:administrative,11508
N60140399-place:village,14195
R157769-boundary:administrative,12114
W192672848-building:yes,14299
R349933-boundary:administrative,12675
N3401391999-place:city,"14820,14821"
R337282-boundary:administrative,"12657,12658"
N251321140-place:city,"14402,14403,14404"
W101151335-highway:secondary,14942
N501540904-place:city,14589
R206591-boundary:administrative,12446
N27565078-place:city,14087
R158357-boundary:administrative,12115
R18489006-boundary:administrative,13998
R13673255-amenity:monastery,13963
R10718900-boundary:administrative,13929
R1152723-boundary:administrative,13078
R62504-boundary:administrative,"11619,11620,11621"
R134351-boundary:administrative,12061
W678380903-place:city,14630
N33364951-place:city,14152
N290885849-place:town,14470
R3711665-boundary:administrative,13692
R14656246-highway:pedestrian,14947
R454169-boundary:administrative,12851
W23392544-natural:water,14027
R179052-boundary:administrative,12238
R452974-boundary:administrative,12828
N240071404-place:town,14342
N11739424886-place:house,14917
R4581086-boundary:administrative,13758
R86538-boundary:administrative,"11928,11929,11930,11931,11932"
R153556-boundary:administrative,12108
R1080490-boundary:administrative,13008
R133345-boundary:administrative,12057
R1176597-boundary:postal_code,13082
N250671327-place:village,14401
R1685018-boundary:administrative,13276
R181162-boundary:administrative,"12251,12252"
R127012-boundary:administrative,12047
R1958054-boundary:administrative,13362
R357968-boundary:administrative,12679
W817729965-amenity:school,14650
R1231960-boundary:administrative,13117
R1243175-boundary:postal_code,13125
N262719247-place:town,14434
N1647327748-place:suburb,14726
N267458593-place:village,14445
W51686326-club:yes,14182
R1800297-boundary:administrative,"13293,13294,13295"
R1070407-boundary:administrative,12995
N240056905-place:city,14338
W107828406-building:yes,14229
N424313832-place:country,14555
R62772-boundary:administrative,11821
W300432377-building:presbytery,14489
R1996871-boundary:administrative,13378
N2993835452-place:hamlet,14806
R62465-boundary:administrative,11598
R422634-boundary:administrative,12798
R120027-boundary:administrative,"12036,12035"
R33505-boundary:administrative,"11292,11293"
W13012716-highway:unclassified,"14940,14978"
W394692093-landuse:recreation_ground,14551
N6481464402-place:hamlet,14873
R1228205-boundary:postal_code,13113
N9314663092-place:village,14898
R3348095-boundary:postal_code,13624
R2108882-boundary:political,13402
N240111755-place:village,"14361,14362"
N25503669-place:city,"14035,14036,14037,14038"
N17807753-place:city,"13987,13988,13989"
N1193295282-place:village,14691
R179883-boundary:administrative,12241
R158565-boundary:administrative,12117
R88065-boundary:ceremonial,11947
R16935638-highway:pedestrian,14938
N571400151-place:city,"14610,14611"
R307866-boundary:administrative,12641
N7839987371-place:suburb,14887
R224042-boundary:administrative,"12462,12463"
R2833528-boundary:administrative,"13576,13577"
R1109531-boundary:administrative,"13016,13017,13018,13019,13020,13021,13022"
R4251880-boundary:administrative,13748
R11984247-boundary:administrative,13948
N71556493-place:city,14206
W487377474-building:yes,14571
R2795565-boundary:administrative,"13570,13571"
R225494-boundary:administrative,"12483,12484,12485,12486,12487,12488,12489,12490,12491,14924"
R5400890-boundary:administrative,"13783,13782,13781,13784"
R35738-boundary:administrative,"11298,11297"
R71525-boundary:administrative,"11898,11899,11900"
R1259562-boundary:administrative,13138
R443587-boundary:administrative,12816
R1143746-boundary:postal_code,13073
R111968-boundary:administrative,"11988,11989,11990,11991,11992,11993,11994,11995,11996,11997,11998,11999"
R1188873-boundary:postal_code,13101
N1616078487-place:city,14720
R1473938-boundary:administrative,13213
N8469219857-place:hamlet,14889
R152790-boundary:administrative,"12104,12105"
N596240485-place:town,14619
R18010034-highway:pedestrian,13994
N20833613-place:city,14003
R3492709-boundary:administrative,"13657,13658"
W991425177-boundary:protected_area,14669
R188518-boundary:administrative,12298
R3718384-boundary:administrative,13706
N173827298-place:village,14293
N339279350-place:city,14526
N198513073-place:town,14309
R62726-boundary:administrative,11798
R184818-boundary:administrative,"12275,12276,12277,12278,12279,12280"
W454520922-building:retail,14563
R132348-boundary:administrative,"12054,12055"
R1600788-boundary:administrative,13242
R1684063-boundary:administrative,13275
R181161-boundary:administrative,"12249,12250"
R165637-boundary:administrative,12178
R1544955-boundary:administrative,13236
R171663-boundary:administrative,12199
N12214638207-amenity:restaurant,14920
R103703-boundary:administrative,"11964,11965,11966"
R30005-boundary:administrative,"11282,11283,11284,11285,11286,11287,11288"
R1059432-boundary:administrative,12994
N30933440-place:city,14131
R1683138-boundary:administrative,13268
N21588608-place:city,14018
N1418701024-place:city,"14701,14702,14703"
R6966465-boundary:administrative,13830
R134591-boundary:administrative,"12062,12063"
R2799557-boundary:administrative,13573
R2951347-boundary:administrative,13588
W10636465-highway:trunk,14950
R10398244-boundary:administrative,"13918,13919"
R2778912-boundary:administrative,"13518,13519"
N20981158-place:city,14008
N2510592-place:town,13486
N3068036763-amenity:arts_centre,14808
R7398836-boundary:administrative,13840
N4402951174-place:town,"14847,14848,14849"
R1504722-boundary:administrative,13231
R304938-boundary:administrative,"12597,12598,12599,12600,12601,12602,12603"
N3862624198-place:city,14839
R1016518-boundary:administrative,"12971,12972"
R1124268-boundary:administrative,"13046,13042,13043,13044,13045"
R5351794-boundary:administrative,13775
N25930131-place:city,"14045,14046,14047"
N9651787397-place:village,14905
R112130-boundary:administrative,12000
N153715785-place:town,14275
R1132199-boundary:postal_code,"13065,2,3"
R142681-boundary:administrative,"12073,12074"
R70967-boundary:administrative,"11895,11896"
R7485368-boundary:administrative,14899
R62649-boundary:administrative,"11746,11747,11748,11749,11750,11751,11752,11753,11754"
N298296162-place:city,14483
N5527648921-place:town,14864
R936946-boundary:administrative,12934
W146391426-building:office,"14258,14259"
W96409076-boundary:protected_area,14217
R67741-boundary:administrative,11884
W555001397-building:apartments,14604
N287687798-place:city,"14462,14463"
N495130151-place:suburb,14578
N180536743-place:village,14295
W29989621-boundary:administrative,14123
R10012960-boundary:administrative,13897
R383698-boundary:administrative,12712
R62525-boundary:administrative,"11645,11646,11647,11648,11649,11650,11651"
R414481-boundary:administrative,12785
W781993677-amenity:school,14645
R192795-boundary:administrative,"12370,12371,12372"
N29621185-place:town,"14112,14113,14114"
N20910685-place:city,"14006,14007"
R1124266-boundary:administrative,"13037,13038,13039,13040"
R332631-boundary:administrative,12648
R3495549-boundary:administrative,13659
R65420-boundary:administrative,11851
R192307-boundary:administrative,"12313,12314,12315"
W30191723-highway:residential,"14922,14990"
R4479763-boundary:administrative,"13753,13754,13755"
W92725966-amenity:community_centre,14214
R1336408-boundary:administrative,13163
W84631320-amenity:theatre,14209
N2542830949-place:hamlet,14792
R163109-boundary:administrative,12152
W118297738-historic:building,"14236,14237"
R62724-boundary:administrative,11797
R1016531-boundary:administrative,"12979,12980,12981,12982"
R438344-boundary:administrative,12803
N304577692-place:city,14493
R383050-boundary:administrative,12710
R397076-boundary:administrative,"12748,12749,12750,12751,12752"
R5750005-place:city,"13805,13806,13807,13808,13809,13810"
N10021975-place:town,13899
R7342879-boundary:administrative,13838
R62559-boundary:administrative,"11673,11674,11675,11676,11677,11678,11679,11680"
R62631-boundary:administrative,11728
R1224652-boundary:administrative,"13111,13112"
R935243-boundary:administrative,12931
R1958982-boundary:administrative,"13363,13364"
R357794-boundary:administrative,"12677,12678"
R1016519-boundary:postal_code,12973
R1946220-boundary:administrative,13354
R1310102-boundary:administrative,"13150,13151,13152"
W110394180-tourism:hostel,14231
W754857380-building:university,14642
N387953015-place:town,14550
R166850-boundary:administrative,12182
R2184073-boundary:administrative,13423
R3717259-boundary:administrative,"13698,13699"
N151612227-place:village,14273
R1946233-boundary:administrative,13355
R401695-boundary:administrative,12758
N20455353-place:city,14002
R413539-boundary:administrative,12784
R142282-boundary:administrative,12072
R4062443-boundary:administrative,13735
R62369-boundary:administrative,"11483,11484,11485,11486,11487,11488,11489,11490,11491,11492,11493,11494"
N60485579-place:city,14196
N1422314245-place:city,14705
R44836-boundary:administrative,11315
N240062727-place:town,14340
N593878343-place:city,14618
N571503830-place:suburb,14614
W39187039-amenity:community_centre,14165
N711491831-place:town,14639
R2260220-boundary:administrative,13442
R72594-boundary:administrative,"11902,11901"
W219554361-building:yes,"14316,14317,14318"
N342117043-place:city,"14530,14531,14532"
N1882099475-place:city,14756
R1176598-boundary:administrative,"13083,13084"
R1921238-boundary:administrative,13338
R2387397-boundary:administrative,13464
R443174-boundary:administrative,"12811,12806,12807,12808,12809,12810,12812,12813,12814"
R34719-boundary:administrative,"11294,11295"
R62493-boundary:administrative,"11611,11612"
R157062-boundary:administrative,"12111,12112"
R192781-boundary:administrative,"12340,12341,12342,12343,12344,12345,12346,12347,12348"
N240090160-place:city,14351
N1813843962-amenity:restaurant,"14748,14749,14750,14751"
W37679768-amenity:community_centre,"14160,14161,14162"
R1242298-boundary:administrative,"13121,13122,13123"
W203658215-club:sport,14312
N151664104-place:city,14274
R11381689-boundary:administrative,13938
R162069-boundary:administrative,"12138,12139"
R182317-boundary:administrative,12254
R185567-boundary:administrative,12287
R1403916-boundary:administrative,13181
N6647408855-place:county,14875
R1942587-boundary:administrative,"13343,13344"
R394037-boundary:administrative,"12729,12730,12731,12732,12733"
N240053395-place:town,14337
R192789-boundary:administrative,"12366,12367,12368"
W307686984-office:government,14499
N1588340047-place:town,14714
N12069364068-leisure:outdoor_seating,"14919,14918"
R6426653-boundary:administrative,13822
N27485887-place:town,14068
N27565076-place:city,14086
R1544957-boundary:administrative,13237
R188220-boundary:administrative,12297
R1132257-boundary:postal_code,13069
R192784-boundary:administrative,"12349,12350"
N245709027-place:city,"14387,14388"
W106165181-building:university,14228
N3233393892-place:city,14817
R1181618-boundary:administrative,13090
R62273-boundary:administrative,"11473,11474,11475,11476,11477"
R7868535-boundary:administrative,"13847,13848"
R2688911-boundary:administrative,"13495,13496,13497"
N262722333-place:city,14439
R145269-boundary:administrative,12076
R1176343-boundary:administrative,13081
N25929985-place:city,"14043,14044"
R380050-boundary:administrative,12701
N97922073-place:city,14220
N245647444-place:town,14382
N1242998122-place:city,14694
W498395812-place:town,14579
R349053-boundary:administrative,12668
R1395345-boundary:administrative,13177
N294001443-place:city,"14474,14475,14476"
R1933746-boundary:administrative,13339
R403747-boundary:administrative,"12761,12762"
R2908438-boundary:administrative,13585
R5606418-boundary:administrative,13795
R1252924-boundary:administrative,13135
R2802281-boundary:administrative,13574
R417461-boundary:administrative,"12788,12789"
R192799-boundary:administrative,"12390,12391"
R192780-boundary:administrative,12339
R1080493-boundary:administrative,13009
W891693135-highway:service,14954
R68841-boundary:administrative,"11885,11886,11887,11888"
W598621247-natural:water,14511
R1503544-boundary:administrative,13227
N817321619-amenity:bus_station,14649
R3698564-boundary:administrative,13678
N240111265-place:town,14360
R120965-boundary:administrative,12037
W11065405-highway:unclassified,13933
N30211883-place:city,"14125,14126"
R1026857-boundary:administrative,12989
R1155955-boundary:administrative,13079
N13766899-place:city,13966
R3320955-boundary:administrative,13609
N2680466624-place:hamlet,14796
R62390-boundary:administrative,11504
W787918114-highway:pedestrian,14647
N7205291725-place:house,14880
R60189-boundary:administrative,"11445,11446"
R454168-boundary:administrative,12850
R1902531-office:government,13325
R130848-boundary:administrative,12053
R915486-boundary:administrative,"12918,12919,12920,12921"
R1821294-boundary:administrative,13302
R2792080-boundary:administrative,"13543,13544"
R556706-boundary:administrative,"12884,12885,12886,12887,12888,12889,12890,12891,12892"
R4263150-boundary:administrative,13749
R62644-boundary:administrative,11741
R1112860-boundary:administrative,"13024,13025"
N305704505-place:state,14495
N384756804-natural:peak,14548
R336075-boundary:administrative,"12652,12653"
N27564996-place:city,"14074,14075,14076,14077,14078,14079"
R1461200-boundary:administrative,13212
R3720765-boundary:administrative,"13716,13717"
R1800730-boundary:administrative,13296
R722090-boundary:administrative,"12902,12903"
R453842-boundary:administrative,"12847,12848"
R118879-boundary:administrative,"12029,12030"
W239077078-landuse:commercial,14334
N1431901495-amenity:fast_food,14706
R1683619-boundary:administrative,"13270,13271"
N2409551371-place:city,14787
N240125507-place:town,14363
R207359-boundary:administrative,"12450,12451,12452,12453,12454,12455,14972,12447,12448,12449"
R443589-boundary:administrative,12817
N639654218-place:town,14623
R188022-boundary:administrative,"12295,12296"
R192796-boundary:administrative,"12373,12374,12375,12376,12377,12378,12379,12380,12381,12382"
W96822228-building:yes,14218
R191361-boundary:administrative,"12300,12301,12302,12303,12304"
R1609567-boundary:administrative,13247
R1100802-boundary:postal_code,13012
N738885245-place:city,"14640,14641"
R935838-boundary:administrative,12932
N21687149-place:city,14021
R75110-boundary:administrative,11905
W198466338-building:yes,14306
N2689551456-place:city,14797
R611084-boundary:administrative,12898
R387466-boundary:administrative,12715
N240028160-place:town,14335
R119877-boundary:administrative,12034
N60034262-place:city,"14193,14194"
R1241809-boundary:postal_code,13120
N21262495-place:city,14015
N240061254-place:town,14339
N2501933129-place:town,14789
R3720611-boundary:administrative,"13713,13714"
W23967853-building:office,14028
R10150660-boundary:administrative,13906
R571178-boundary:administrative,"12894,12895"
R1016506-boundary:administrative,"12956,12957,12958,12959,12960"
W124779974-landuse:residential,14243
R163738-boundary:administrative,"12157,12158,12159"
R2063637-boundary:administrative,13387
R396733-boundary:administrative,12746
N281434423-place:city,14455
R2929054-boundary:administrative,13586
R62374-boundary:administrative,"11497,11498,11499,11500,11501,11502"
R388844-boundary:administrative,12720
W28010754-highway:residential,14925
R3630439-boundary:administrative,"13666,13667,13668,13669,13670,13671,13672,13673,13674,13675,13665"
R62734-boundary:administrative,11799
R175587-boundary:census,12217
W249602975-building:retail,14400
W145129147-building:yes,14256
R1180153-boundary:postal_code,13087
R401805-boundary:administrative,12760
R3334237-boundary:postal_code,13617
R146937-boundary:administrative,12082
R2712780-boundary:administrative,13500
R2783849-boundary:administrative,"13526,13527"
R9687057-boundary:administrative,13894
R192758-boundary:administrative,"12326,12327"
R1242305-boundary:administrative,13124
N2198046262-place:hamlet,14773
R61315-boundary:administrative,"11453,11454"
R3718090-boundary:administrative,13701
R171496-boundary:administrative,"12195,12196,12197,12198"
N2285116859-place:village,14777
W54616206-amenity:place_of_worship,14187
R941078-boundary:administrative,12938
N158809705-place:city,14283
R196240-boundary:administrative,"12439,12440,12441"
N81458885-place:city,14208
N259774388-amenity:library,14421
R87460-boundary:ceremonial,11937
N27565056-place:city,"14084,14085"
N241645781-place:town,14368
R2792717-boundary:administrative,13545
R4195961-boundary:administrative,13741
R195273-boundary:administrative,"12433,12434,12435"
R62630-boundary:administrative,"11724,11725,11726,11727"
R1986140-boundary:administrative,13376
R51800-boundary:administrative,"11355,11356,11357,11358,11359,11360,11361"
R1399067-boundary:administrative,13180
R534382-boundary:administrative,12863
R1421451-boundary:administrative,13190
W26309170-tourism:attraction,"14052,14053"
N27565066-place:city,14858
R1231100-boundary:postal_code,"13114,13115"
R62669-boundary:administrative,11764
R184633-boundary:administrative,"12261,12262,12263,12264,12265,12266,12267"
R1274193-boundary:administrative,13141
W476421087-building:yes,14569
R192779-boundary:administrative,"12337,12338"
R62534-boundary:administrative,"11661,11662,11663"
R13422214-boundary:administrative,13959
R1950884-boundary:administrative,13359
R3374640-boundary:postal_code,13645
W48853350-building:ruins,14180
R1130283-boundary:administrative,13061
R453398-boundary:administrative,12842
W142798148-amenity:community_centre,14255
N26544289-place:city,14056
R1801538-boundary:administrative,13297
N31593650-place:village,14142
R62391-boundary:administrative,"11505,11506,11507"
N560852878-place:town,14606
R218657-boundary:administrative,12458
R383592-boundary:administrative,12711
R1028804-boundary:administrative,12991
N253421090-place:city,14411
R192775-boundary:administrative,12331
N58950371-place:city,14190
R1800165-boundary:administrative,13292
R1291697-boundary:postal_code,13145
R128428-boundary:administrative,12050
R2683176-boundary:administrative,13494
R344342-boundary:administrative,12663
R175855-boundary:administrative,12219
R1435828-boundary:administrative,13208
R1310085-boundary:administrative,13149
R958621-boundary:administrative,12945
R304751-boundary:administrative,"12588,12589,12590,12591,12592,12593,12594"
N30896995-place:town,14130
R396623-boundary:administrative,12741
W37961977-railway:platform,14164
R4251871-boundary:administrative,13747
R1109031-boundary:postal_code,13015
W457988418-building:house,14564
R3351257-boundary:administrative,"13625,13626"
R166012-amenity:community_centre,12181
R1145584-boundary:postal_code,13076
R1889339-boundary:administrative,"13322,13323,13324"
R3370039-boundary:administrative,13638
R165475-boundary:administrative,"12165,12166,12167,12168,12169,12170"
R11677687-boundary:administrative,13941
R283689-boundary:administrative,12530
N5925600644-place:village,14868
R336479-boundary:administrative,"12655,12656"
